sigma1	sigma2	posterior
-8.000000000000000383e-04	8.000000000000000000e+04	2.055843383241320948e-108
-8.000000000000000383e-04	8.500000000000000000e+04	9.584971862679512810e-108
-8.000000000000000383e-04	9.000000000000000000e+04	4.444603677931101547e-107
-8.000000000000000383e-04	9.500000000000000000e+04	2.049824234875788294e-106
-8.000000000000000383e-04	1.000000000000000000e+05	9.402462039310486622e-106
-8.000000000000000383e-04	1.050000000000000000e+05	4.289512493926831553e-105
-8.000000000000000383e-04	1.100000000000000000e+05	1.946326378488050071e-104
-8.000000000000000383e-04	1.150000000000000000e+05	8.783442920136424754e-104
-8.000000000000000383e-04	1.200000000000000000e+05	3.942350935324710167e-103
-8.000000000000000383e-04	1.250000000000000000e+05	1.759896639958645927e-102
-8.000000000000000383e-04	1.300000000000000000e+05	7.813766450023113223e-102
-8.000000000000000383e-04	1.350000000000000000e+05	3.450444716192325510e-101
-8.000000000000000383e-04	1.400000000000000000e+05	1.515413332439549088e-100
-8.000000000000000383e-04	1.450000000000000000e+05	6.619550768366349019e-100
-8.000000000000000383e-04	1.500000000000000000e+05	2.875857176831944837e-99
-8.000000000000000383e-04	1.550000000000000000e+05	1.242646193277247763e-98
-8.000000000000000383e-04	1.600000000000000000e+05	5.340341829690025476e-98
-8.000000000000000383e-04	1.650000000000000000e+05	2.282611509291323134e-97
-8.000000000000000383e-04	1.700000000000000000e+05	9.703676997822301079e-97
-8.000000000000000383e-04	1.750000000000000000e+05	4.102816035361957818e-96
-8.000000000000000383e-04	1.800000000000000000e+05	1.725317945983803217e-95
-8.000000000000000383e-04	1.850000000000000000e+05	7.216018173070466650e-95
-8.000000000000000383e-04	1.900000000000000000e+05	3.001701346506866852e-94
-8.000000000000000383e-04	1.950000000000000000e+05	1.241877403328848819e-93
-8.000000000000000383e-04	2.000000000000000000e+05	5.110122991372815156e-93
-7.799999999999999859e-04	-2.000000000000000000e+05	4.031650732102897170e-143
-7.799999999999999859e-04	-1.950000000000000000e+05	2.444154119005827293e-142
-7.799999999999999859e-04	-1.900000000000000000e+05	1.473722304171457189e-141
-7.799999999999999859e-04	-1.850000000000000000e+05	8.837798766752651763e-141
-7.799999999999999859e-04	-1.800000000000000000e+05	5.271254004383560726e-140
-7.799999999999999859e-04	-1.750000000000000000e+05	3.126980423883278118e-139
-7.799999999999999859e-04	-1.700000000000000000e+05	1.844920956267473009e-138
-7.799999999999999859e-04	-1.650000000000000000e+05	1.082609288085213502e-137
-7.799999999999999859e-04	-1.600000000000000000e+05	6.318400003102225353e-137
-7.799999999999999859e-04	-1.550000000000000000e+05	3.667616075473493186e-136
-7.799999999999999859e-04	-1.500000000000000000e+05	2.117395577902243967e-135
-7.799999999999999859e-04	-1.450000000000000000e+05	1.215798264258264938e-134
-7.799999999999999859e-04	-1.400000000000000000e+05	6.943243870796366727e-134
-7.799999999999999859e-04	-1.350000000000000000e+05	3.943707560214062034e-133
-7.799999999999999859e-04	-1.300000000000000000e+05	2.227862429730248130e-132
-7.799999999999999859e-04	-1.250000000000000000e+05	1.251737950610856745e-131
-7.799999999999999859e-04	-1.200000000000000000e+05	6.994873301340194425e-131
-7.799999999999999859e-04	-1.150000000000000000e+05	3.887654561366437204e-130
-7.799999999999999859e-04	-1.100000000000000000e+05	2.149002238412282113e-129
-7.799999999999999859e-04	-1.050000000000000000e+05	1.181482926955802822e-128
-7.799999999999999859e-04	-1.000000000000000000e+05	6.460400108464345520e-128
-7.799999999999999859e-04	-9.500000000000000000e+04	3.513441804358217181e-127
-7.799999999999999859e-04	-9.000000000000000000e+04	1.900410827792333677e-126
