lambda	alpha	uniform_radius_ratio	uniform_density_ratio	uniform_Pc_ratio	uniform_absEg_ratio	uniform_Pi_ratio	n1_radius_ratio	n1_rho_c_ratio	n1_Pc_ratio	n1_absEg_ratio	n1_Pi_ratio
0.966968	3.303206e-02	1.000000e+00	1.000000e+00	3.303206e-02	3.303206e-02	3.303206e-02	5.502146e+00	6.003487e-03	3.604186e-05	6.003487e-03	6.003487e-03
0.968970	3.103006e-02	1.000000e+00	1.000000e+00	3.103006e-02	3.103006e-02	3.103006e-02	5.676867e+00	5.466054e-03	2.987775e-05	5.466054e-03	5.466054e-03
0.970972	2.902806e-02	1.000000e+00	1.000000e+00	2.902806e-02	2.902806e-02	2.902806e-02	5.869364e+00	4.945690e-03	2.445985e-05	4.945690e-03	4.945690e-03
0.972974	2.702605e-02	1.000000e+00	1.000000e+00	2.702605e-02	2.702605e-02	2.702605e-02	6.082872e+00	4.442975e-03	1.974003e-05	4.442975e-03	4.442975e-03
0.974976	2.502405e-02	1.000000e+00	1.000000e+00	2.502405e-02	2.502405e-02	2.502405e-02	6.321516e+00	3.958552e-03	1.567013e-05	3.958552e-03	3.958552e-03
0.976978	2.302204e-02	1.000000e+00	1.000000e+00	2.302204e-02	2.302204e-02	2.302204e-02	6.590647e+00	3.493139e-03	1.220202e-05	3.493139e-03	3.493139e-03
0.978980	2.102004e-02	1.000000e+00	1.000000e+00	2.102004e-02	2.102004e-02	2.102004e-02	6.897365e+00	3.047546e-03	9.287538e-06	3.047546e-03	3.047546e-03
0.980982	1.901804e-02	1.000000e+00	1.000000e+00	1.901804e-02	1.901804e-02	1.901804e-02	7.251322e+00	2.622699e-03	6.878552e-06	2.622699e-03	2.622699e-03
0.982984	1.701603e-02	1.000000e+00	1.000000e+00	1.701603e-02	1.701603e-02	1.701603e-02	7.666036e+00	2.219665e-03	4.926913e-06	2.219665e-03	2.219665e-03
0.984986	1.501403e-02	1.000000e+00	1.000000e+00	1.501403e-02	1.501403e-02	1.501403e-02	8.161151e+00	1.839695e-03	3.384478e-06	1.839695e-03	1.839695e-03
0.986988	1.301202e-02	1.000000e+00	1.000000e+00	1.301202e-02	1.301202e-02	1.301202e-02	8.766527e+00	1.484285e-03	2.203102e-06	1.484285e-03	1.484285e-03
0.988990	1.101002e-02	1.000000e+00	1.000000e+00	1.101002e-02	1.101002e-02	1.101002e-02	9.530286e+00	1.155266e-03	1.334641e-06	1.155266e-03	1.155266e-03
0.990992	9.008016e-03	1.000000e+00	1.000000e+00	9.008016e-03	9.008016e-03	9.008016e-03	1.053623e+01	8.549559e-04	7.309496e-07	8.549559e-04	8.549559e-04
0.992994	7.006012e-03	1.000000e+00	1.000000e+00	7.006012e-03	7.006012e-03	7.006012e-03	1.194716e+01	5.864167e-04	3.438845e-07	5.864167e-04	5.864167e-04
0.994996	5.004008e-03	1.000000e+00	1.000000e+00	5.004008e-03	5.004008e-03	5.004008e-03	1.413647e+01	3.539786e-04	1.253008e-07	3.539786e-04	3.539786e-04
0.996998	3.002004e-03	1.000000e+00	1.000000e+00	3.002004e-03	3.002004e-03	3.002004e-03	1.825132e+01	1.644814e-04	2.705414e-08	1.644814e-04	1.644814e-04
0.999000	1.000000e-03	1.000000e+00	1.000000e+00	1.000000e-03	1.000000e-03	1.000000e-03	3.162278e+01	3.162278e-05	1.000000e-09	3.162278e-05	3.162278e-05
